Airport_Code,Timezone,Ocorrencias,Airport_Name
KNDZ,US/Central,19,Whiting Field Naval Air Station South Airport
KNEL,US/Eastern,4,Lakehurst Maxfield Field Airport
KNEW,US/Central,153,Lakefront Airport
KNFE,US/Eastern,3,Fentress Naval Auxiliary Landing Field
KNFG,US/Pacific,122,Camp Pendleton MCAS (Munn Field) Airport
KNFJ,US/Central,134,Choctaw Nolf Airport
KNFL,US/Pacific,31,Fallon Naval Air Station
KNFW,US/Central,47,NAS Fort Worth JRB / Carswell Field
KNGU,US/Eastern,35,Norfolk Naval Station (Chambers Field)
KNHZ,US/Eastern,24,
KNID,US/Pacific,12,China Lake Naws (Armitage Field) Airport
KNIP,US/Eastern,322,Jacksonville Naval Air Station (Towers Field)
KNKA,US/Central,162,
KNKX,US/Pacific,170,Miramar Marine Corps Air Station - Mitscher Field
KNLC,US/Pacific,98,Lemoore Naval Air Station (Reeves Field) Airport
KNMM,US/Central,5,Naval Air Station Meridian / McCain Field
KNPA,US/Central,48,Naval Air Station Pensacola Forrest Sherman Field
KNQA,US/Central,89,Millington-Memphis Airport
KNQX,US/Eastern,2,Naval Air Station Key West/Boca Chica Field
KNRB,US/Eastern,3,Naval Station Mayport / Admiral David L McDonald Field
KNRS,US/Pacific,78,Naval Outlying Field Imperial Beach (Ream Field)
KNSE,US/Central,25,Whiting Field Naval Air Station - North
KNTU,US/Eastern,42,Oceana Naval Air Station
KNUI,US/Eastern,5,Naval Outlying Landing Field Webster
KNUQ,US/Pacific,142,Moffett Federal Airfield
KNUW,US/Pacific,7,Whidbey Island Naval Air Station (Ault Field)
KNXF,US/Pacific,38,
KNXP,US/Pacific,2,Twentynine Palms Strategic Expeditionary Landing Field
KNYC,US/Eastern,529,
KNYG,US/Eastern,78,Quantico Marine Corps Airfield / Turner Field
KNYL,US/Mountain,10,Yuma International Airport / Marine Corps Air Station Yuma
KNZY,US/Pacific,10,North Island Naval Air Station-Halsey Field
KO22,US/Pacific,158,Columbia Airport
KO54,US/Pacific,7,Lonnie Pool Field Weaverville Airport
KO69,US/Pacific,151,Petaluma Municipal Airport
KO86,US/Pacific,6,Trinity Center Airport
KO87,US/Pacific,47,
KOAJ,US/Eastern,6,Albert J Ellis Airport
KOAK,US/Pacific,653,San Francisco Bay Oakland International Airport
KOBE,US/Eastern,23,Okeechobee County Airport
KOCF,US/Eastern,194,Ocala International Airport - Jim Taylor Field
KOCQ,US/Central,4,J. Douglas Bake Memorial Airport
KOCW,US/Eastern,5,Warren Field
KODO,US/Central,2,Odessa Schlemeyer Field
KOEO,US/Central,32,L O Simenstad Municipal Airport
KOFF,US/Central,173,Offutt Air Force Base
KOFP,US/Eastern,535,Hanover County Municipal Airport
KOGA,US/Mountain,2,Ogallala Municipal Airport Searle Field
KOGB,US/Eastern,151,Orangeburg Municipal Airport
KOGD,US/Mountain,218,Ogden Hinckley Airport
KOGS,US/Eastern,2,Ogdensburg International Airport
KOJC,US/Central,197,Johnson County Executive Airport
KOKB,US/Pacific,37,Oceanside Municipal Airport
KOKC,US/Central,410,Will Rogers World Airport
KOKH,US/Pacific,32,AJ Eisenberg Airport
KOKK,US/Central,10,Kokomo Municipal Airport
KOKV,US/Eastern,122,Winchester Regional Airport
KOKZ,US/Eastern,6,Kaolin Field
KOLE,US/Eastern,5,Cattaraugus County-Olean Airport
KOLM,US/Pacific,59,Olympia Regional Airport
KOLU,US/Central,4,Columbus Municipal Airport
KOLV,US/Central,60,Olive Branch Airport
KOLZ,US/Central,3,Oelwein Municipal Airport
KOMA,US/Central,428,Eppley Airfield
KOMH,US/Eastern,17,Orange County Airport
KOMK,US/Pacific,2,Omak Airport
KOMN,US/Eastern,23,Ormond Beach Municipal Airport
KONA,US/Central,33,Winona Municipal Airport Max Conrad Field
KONO,US/Mountain,75,Ontario Municipal Airport
KONP,US/Pacific,39,Newport Municipal Airport
KONT,US/Pacific,510,Ontario International Airport
KONZ,US/Eastern,26,Grosse Ile Municipal Airport
KOOA,US/Central,3,Oskaloosa Municipal Airport
KOPF,US/Eastern,984,Miami-Opa Locka Executive Airport
KOPN,US/Eastern,24,Thomaston Upson County Airport
KOQN,US/Eastern,349,Brandywine Regional Airport
KOQT,US/Eastern,36,
KOQU,US/Eastern,21,Quonset State Airport
KORB,US/Central,3,Orr Regional Airport
KORD,US/Central,1188,Chicago O'Hare International Airport
KORE,US/Eastern,10,Orange Municipal Airport
KORF,US/Eastern,240,Norfolk International Airport
KORH,US/Eastern,147,Worcester Regional Airport
KORL,US/Eastern,1031,Orlando Executive Airport
KOSA,US/Central,3,Mount Pleasant Regional Airport
KOSH,US/Central,7,Wittman Regional Airport
KOSU,US/Eastern,292,The Ohio State University Airport - Don Scott Field
KOTG,US/Central,23,Worthington Municipal Airport
KOTH,US/Pacific,97,Southwest Oregon Regional Airport
KOTM,US/Central,6,Ottumwa Regional Airport
KOUN,US/Central,19,University of Oklahoma Westheimer Airport
KOVE,US/Pacific,93,Oroville Municipal Airport
KOVL,US/Central,7,Olivia Regional Airport
KOWA,US/Central,21,Owatonna Degner Regional Airport
KOWB,US/Central,7,Owensboro Daviess County Airport
KOWD,US/Eastern,160,Norwood Memorial Airport
KOWP,US/Central,2,William R. Pogue Municipal Airport
KOXB,US/Eastern,16,Ocean City Municipal Airport
KOXC,US/Eastern,170,Waterbury Oxford Airport
KOXR,US/Pacific,142,Oxnard Airport
KOZW,US/Eastern,53,Livingston County Spencer J. Hardy Airport
KP08,US/Mountain,34,Coolidge Municipal Airport
KP38,US/Pacific,14,
KPAE,US/Pacific,519,Seattle Paine Field International Airport
KPAM,US/Central,32,Tyndall Air Force Base
KPAN,US/Mountain,20,Payson Airport
KPAO,US/Pacific,168,Palo Alto Airport
KPBF,US/Central,11,"Pine Bluff Regional Airport, Grider Field"
KPBG,US/Eastern,6,Plattsburgh International Airport
KPBI,US/Eastern,258,Palm Beach International Airport
KPCM,US/Eastern,70,Plant City Municipal Airport
KPCW,US/Eastern,25,Carl R Keller Field
KPCZ,US/Central,5,Waupaca Municipal Airport
KPDK,US/Eastern,657,DeKalb Peachtree Airport
KPDT,US/Pacific,104,Eastern Oregon Regional Airport at Pendleton
KPDX,US/Pacific,582,Portland International Airport
KPEA,US/Central,3,Pella Municipal Airport
KPEO,US/Eastern,42,Penn Yan Airport
KPEX,US/Central,15,Paynesville Municipal Airport
KPGA,US/Mountain,2,Page Municipal Airport
KPGD,US/Eastern,37,Punta Gorda Airport
KPGV,US/Eastern,4,Pitt-Greenville Airport
KPHD,US/Eastern,10,Harry Clever Field
KPHF,US/Eastern,40,Newport News Williamsburg International Airport
KPHL,US/Eastern,819,Philadelphia International Airport
KPHN,US/Eastern,33,St Clair County International Airport
KPHX,US/Mountain,579,Phoenix Sky Harbor International Airport
KPIA,US/Central,80,General Wayne A. Downing Peoria International Airport
KPIB,US/Central,6,Hattiesburg Laurel Regional Airport
KPIE,US/Eastern,324,St. Petersburg Clearwater International Airport
KPIH,US/Mountain,10,Pocatello Regional Airport
KPIT,US/Eastern,116,Pittsburgh International Airport
KPKB,US/Eastern,20,Mid Ohio Valley Regional Airport
KPKD,US/Central,11,Park Rapids Municipal Airport Konshok Field
KPLN,US/Eastern,2,Pellston Regional Airport of Emmet County Airport
KPLU,US/Pacific,79,Pierce County-Thun Field
KPMD,US/Pacific,170,Palmdale Regional Airport / USAF Plant 42 Airport
KPMP,US/Eastern,93,Pompano Beach Airpark
KPMV,US/Central,5,Plattsmouth Municipal Airport
KPNE,US/Eastern,634,Northeast Philadelphia Airport
KPNM,US/Central,20,Princeton Municipal Airport
KPNS,US/Central,169,Pensacola International Airport
KPNT,US/Central,2,Pontiac Municipal Airport
KPOC,US/Pacific,544,Brackett Field
KPOU,US/Eastern,373,Dutchess County Airport
KPOV,US/Eastern,53,Portage County Regional Airport
KPPO,US/Central,7,La Porte Municipal Airport
KPQL,US/Central,15,Trent Lott International Airport
KPRB,US/Pacific,70,Paso Robles Municipal Airport
KPRC,US/Mountain,63,Prescott International Airport - Ernest A. Love Field
KPRN,US/Central,16,Mac Crenshaw Memorial Airport
KPRO,US/Central,22,Perry Municipal Airport
KPSC,US/Pacific,4,Tri Cities Airport
KPSF,US/Eastern,168,Pittsfield Municipal Airport
KPSK,US/Eastern,24,New River Valley Airport
KPSM,US/Eastern,55,Portsmouth International at Pease Airport
KPTB,US/Eastern,75,Dinwiddie County Airport
KPTK,US/Eastern,279,Oakland County International Airport
KPTV,US/Pacific,95,Porterville Municipal Airport
KPTW,US/Eastern,370,Heritage Field
KPUB,US/Mountain,56,Pueblo Memorial Airport
KPUC,US/Mountain,44,Carbon County Regional Airport / Buck Davis Field
KPUJ,US/Eastern,16,Silver Comet Field at Paulding Northwest Atlanta Airport
KPUM,US/Mountain,4,
KPUW,US/Pacific,9,Pullman-Moscow Regional Airport
KPVC,US/Eastern,2,Provincetown Municipal Airport
KPVD,US/Eastern,366,Theodore Francis Green State Airport
KPVF,US/Pacific,203,Placerville Airport
KPVG,US/Eastern,94,Hampton Roads Executive Airport
KPVU,US/Mountain,318,Provo-Utah Lake International Airport
KPWA,US/Central,470,Wiley Post Airport
KPWC,US/Central,7,Pine River Regional Airport
KPWK,US/Central,765,Chicago Executive Airport
KPWM,US/Eastern,40,Portland International Jetport
KPWT,US/Pacific,72,Bremerton National Airport
KPYM,US/Eastern,25,Plymouth Municipal Airport
KRAC,US/Central,35,John H Batten Airport
KRAL,US/Pacific,555,Riverside Municipal Airport
KRBD,US/Central,587,Dallas Executive Airport
KRBG,US/Pacific,96,Roseburg Regional Airport
KRBL,US/Pacific,64,Red Bluff Municipal Airport
KRBW,US/Eastern,104,Lowcountry Regional Airport
KRCE,US/Central,32,Clarence E Page Municipal Airport
KRCM,US/Central,3,Skyhaven Airport
KRCZ,US/Eastern,3,Richmond County Airport
KRDD,US/Pacific,115,Redding Municipal Airport
KRDG,US/Eastern,130,Reading Regional Airport (Carl A Spaatz Field)
KRDK,US/Central,2,Red Oak Municipal Airport
KRDM,US/Pacific,155,Roberts Field
KRDU,US/Eastern,2074,Raleigh Durham International Airport
KRFD,US/Central,46,Chicago Rockford International Airport
KRGK,US/Central,14,Red Wing Regional Airport
KRHI,US/Central,4,Rhinelander Oneida County Airport
KRHP,US/Eastern,3,Western Carolina Regional Airport
KRHV,US/Pacific,188,Reid-Hillview Airport of Santa Clara County
KRIC,US/Eastern,558,Richmond International Airport
KRIL,US/Mountain,15,Garfield County Regional Airport
KRIV,US/Pacific,233,March Air Reserve Base
KRJD,US/Eastern,60,Ridgely Airpark
KRKS,US/Mountain,4,Southwest Wyoming Regional Airport
KRME,US/Eastern,191,Griffiss International Airport
KRMG,US/Eastern,10,Richard B Russell Airport
KRMN,US/Eastern,72,Stafford Regional Airport
KRMY,US/Eastern,21,Brooks Field
KRND,US/Central,55,Randolph Air Force Base
KRNH,US/Central,7,New Richmond Regional Airport
KRNM,US/Pacific,92,Ramona Airport
KRNO,US/Pacific,237,Reno Tahoe International Airport
KRNP,US/Eastern,11,Owosso Community Airport
KRNT,US/Pacific,218,Renton Municipal Airport
KROA,US/Eastern,139,Roanoke–Blacksburg Regional Airport
KROC,US/Eastern,1017,Frederick Douglass Greater Rochester International Airport
KROG,US/Central,4,Rogers Municipal Airport-Carter Field
KROS,US/Central,52,Rush City Regional Airport
KRPJ,US/Central,8,Rochelle Municipal Airport - Koritz Field
KRQB,US/Eastern,2,Roben Hood Airport
KRQE,US/Mountain,21,Window Rock Airport
KRSN,US/Central,2,Ruston Regional Airport
KRSP,US/Eastern,23,
KRST,US/Central,11,Rochester International Airport
KRSW,US/Eastern,221,Southwest Florida International Airport
KRTS,US/Pacific,80,Reno-Stead Airport
KRUE,US/Central,10,Russellville Regional Airport
KRUQ,US/Eastern,25,Mid-Carolina Regional Airport
KRUT,US/Eastern,5,Rutland - Southern Vermont Regional Airport
KRVS,US/Central,294,Tulsa Riverside Airport
KRWF,US/Central,11,Redwood Falls Municipal Airport
KRWI,US/Eastern,10,Rocky Mount Wilson Regional Airport
KRWL,US/Mountain,8,Rawlins Municipal Airport/Harvey Field
KRYN,US/Mountain,37,Ryan Field
KRYT,US/Eastern,71,
KRYV,US/Central,24,Watertown Municipal Airport
KRYW,US/Central,65,Lago Vista Texas Rusty Allen Airport
KRYY,US/Eastern,103,Cobb County International Airport-McCollum Field
KRZL,US/Central,32,Jasper County Airport
KRZN,US/Central,2,Burnett County Airport
KRZR,US/Eastern,14,Cleveland Regional Jetport
KRZZ,US/Eastern,9,
KS14,US/Mountain,4,
KS47,US/Pacific,109,
KSAC,US/Pacific,606,Sacramento Executive Airport
KSAD,US/Mountain,15,Safford Regional Airport
KSAF,US/Mountain,4,Santa Fe Municipal Airport
KSAN,US/Pacific,338,San Diego International Airport
KSAR,US/Central,3,Sparta Community Airport - Hunter Field
KSAT,US/Central,239,San Antonio International Airport
KSAV,US/Eastern,59,Savannah Hilton Head International Airport
KSAZ,US/Central,14,Staples Municipal Airport
KSBA,US/Pacific,133,Santa Barbara Municipal Airport
KSBD,US/Pacific,667,San Bernardino International Airport
KSBM,US/Central,15,Sheboygan County Memorial Airport
KSBN,US/Eastern,18,South Bend Regional Airport
KSBO,US/Eastern,3,Emanuel County Airport
KSBP,US/Pacific,84,San Luis County Regional Airport
KSBS,US/Mountain,4,Steamboat Springs Bob Adams Field
KSBY,US/Eastern,14,Salisbury Ocean City Wicomico Regional Airport
KSCH,US/Eastern,269,Schenectady County Airport
KSCK,US/Pacific,505,Stockton Metropolitan Airport
KSDB,US/Pacific,53,
KSDF,US/Eastern,223,Louisville Muhammad Ali International Airport
KSDL,US/Mountain,115,Scottsdale Airport
KSDM,US/Pacific,7,Brown Field Municipal Airport
KSEA,US/Pacific,318,Seattle–Tacoma International Airport
KSEE,US/Pacific,31,Gillespie Field
KSEG,US/Eastern,132,Penn Valley Airport
KSEZ,US/Mountain,42,Sedona Airport
KSFB,US/Eastern,102,Orlando Sanford International Airport
KSFF,US/Pacific,130,Felts Field
KSFM,US/Eastern,9,Sanford Seacoast Regional Airport
KSFO,US/Pacific,335,San Francisco International Airport
KSFQ,US/Eastern,44,Suffolk Executive Airport
KSFZ,US/Eastern,257,North Central State Airport
KSGF,US/Central,144,Springfield Branson National Airport
KSGH,US/Eastern,27,Springfield-Beckley Municipal Airport
KSGJ,US/Eastern,32,Northeast Florida Regional Airport
KSGR,US/Central,232,Sugar Land Regional Airport
KSGS,US/Central,137,South St Paul Municipal Airport/Richard E Fleming Field
KSGT,US/Central,17,Stuttgart Municipal Airport / Carl Humphrey Field
KSGU,US/Mountain,40,St George Regional Airport
KSHD,US/Eastern,157,Shenandoah Valley Regional Airport
KSHN,US/Pacific,19,Sanderson Field
KSHR,US/Mountain,6,Sheridan County Airport
KSHV,US/Central,116,Shreveport Regional Airport
KSIF,US/Eastern,7,Rockingham County NC Shiloh Airport
KSIY,US/Pacific,37,Siskiyou County Airport
KSJC,US/Pacific,529,Norman Y. Mineta San Jose International Airport
KSJN,US/Mountain,2,St Johns Industrial Air Park
KSKA,US/Pacific,2,Fairchild Air Force Base
KSKF,US/Central,129,Lackland Air Force Base
KSLB,US/Central,7,Storm Lake Municipal Airport
KSLC,US/Mountain,412,Salt Lake City International Airport
KSLE,US/Pacific,188,Salem-Willamette Valley Airport/McNary Field
KSLG,US/Central,2,Smith Field
KSLI,US/Pacific,183,Los Alamitos Army Air Field
KSLK,US/Eastern,2,Adirondack Regional Airport
KSMF,US/Pacific,67,Sacramento International Airport
KSMO,US/Pacific,422,Santa Monica Municipal Airport
KSMP,US/Pacific,18,
KSMQ,US/Eastern,137,Somerset Airport
KSMS,US/Eastern,53,Sumter Airport
KSMX,US/Pacific,72,Santa Maria Public Airport Captain G Allan Hancock Field
KSNA,US/Pacific,757,John Wayne Orange County International Airport
KSNC,US/Eastern,64,Chester Airport
KSNK,US/Central,3,Winston Field
KSNL,US/Central,10,Shawnee Regional Airport
KSNS,US/Pacific,165,Salinas Municipal Airport
KSNY,US/Mountain,3,Sidney Municipal Airport Lloyd W Carr Field
KSOP,US/Eastern,14,Moore County Airport
KSOW,US/Mountain,19,Show Low Regional Airport
KSPA,US/Eastern,510,Spartanburg Downtown Memorial Airport
KSPB,US/Pacific,43,Scappoose Industrial Airpark
KSPG,US/Eastern,128,Albert Whitted Airport
KSPI,US/Central,15,Abraham Lincoln Capital Airport
KSPS,US/Central,5,Wichita Falls Municipal Airport / Sheppard Air Force Base
KSQI,US/Central,7,Whiteside County Airport - Joseph H Bittorf Field
KSQL,US/Pacific,201,San Carlos Airport
KSRB,US/Central,21,Upper Cumberland Regional Airport
KSRC,US/Central,4,Searcy Municipal Airport
KSRE,US/Central,2,Seminole Municipal Airport
KSRQ,US/Eastern,481,Sarasota Bradenton International Airport
KSSC,US/Eastern,40,Shaw Air Force Base
KSSF,US/Central,91,Stinson Municipal Airport
KSSI,US/Eastern,5,St Simons Island Airport
KSTC,US/Central,90,Saint Cloud Regional Airport
KSTE,US/Central,13,Stevens Point Municipal Airport
KSTJ,US/Central,7,Rosecrans Memorial Airport
KSTK,US/Mountain,6,Sterling Municipal Airport
KSTL,US/Central,444,St. Louis Lambert International Airport
KSTP,US/Central,669,Saint Paul Downtown Holman Field
KSTS,US/Pacific,340,Charles M. Schulz Sonoma County Airport
KSUA,US/Eastern,76,Witham Field
KSUS,US/Central,133,Spirit of St Louis Airport
KSUT,US/Eastern,5,Cape Fear Regional Jetport / Howie Franklin Field Airport
KSUU,US/Pacific,106,Travis Air Force Base
KSUW,US/Central,12,Richard I Bong Memorial Airport
KSUX,US/Central,30,Sioux Gateway Airport / Brigadier General Bud Day Field
KSVH,US/Eastern,56,Statesville Regional Airport
KSVN,US/Eastern,50,Hunter Army Air Field
KSWF,US/Eastern,217,New York Stewart International Airport
KSWO,US/Central,3,Stillwater Regional Airport
KSXT,US/Pacific,129,
KSYN,US/Central,40,Stanton Airfield
KSYR,US/Eastern,311,Syracuse Hancock International Airport
KSZL,US/Central,4,Whiteman Air Force Base
KSZT,US/Pacific,2,Sandpoint Airport
KT62,US/Mountain,100,
KT65,US/Central,2,Mid Valley Airport
KTAD,US/Mountain,14,Perry Stokes Airport
KTAN,US/Eastern,37,Taunton Municipal King Field
KTBN,US/Central,4,Waynesville-St. Robert Regional Airport-Forney Field
KTBR,US/Eastern,6,Statesboro Bulloch County Airport
KTCC,US/Mountain,3,Tucumcari Municipal Airport
KTCL,US/Central,181,Tuscaloosa National Airport
KTCM,US/Pacific,220,McChord Air Force Base
KTCS,US/Mountain,3,Truth or Consequences Municipal Airport
KTDF,US/Eastern,5,Raleigh Regional Airport at Person County
KTDO,US/Pacific,28,Ed Carlson Memorial Field South Lewis County Airport
KTDR,US/Central,2,
KTDZ,US/Eastern,81,Toledo Executive Airport
KTEB,US/Eastern,621,Teterboro Airport
KTEW,US/Eastern,26,Mason Jewett Field
KTEX,US/Mountain,4,Telluride Regional Airport
KTHA,US/Central,11,Tullahoma Regional Airport William Northern Field
KTHV,US/Eastern,518,York Airport
KTIK,US/Central,183,Tinker Air Force Base
KTIW,US/Pacific,58,Tacoma Narrows Airport
KTIX,US/Eastern,61,Space Coast Regional Airport
KTKC,US/Central,3,Tracy Municipal Airport
KTKI,US/Central,31,McKinney National Airport
KTKV,US/Central,3,Tomahawk Regional Airport
KTLH,US/Eastern,129,Tallahassee Regional Airport
KTMA,US/Eastern,6,Henry Tift Myers Airport
KTMB,US/Eastern,737,Miami Executive Airport
KTME,US/Central,22,Houston Executive Airport
KTNB,US/Eastern,6,
KTNU,US/Central,22,Newton Municipal Airport
KTOA,US/Pacific,114,Zamperini Field
KTOB,US/Central,26,Dodge Center Airport
KTOC,US/Eastern,16,Toccoa Airport - R.G. Letourneau Field
KTOI,US/Central,19,Troy Municipal Airport at N Kenneth Campbell Field
KTOL,US/Eastern,27,Eugene F. Kranz Toledo Express Airport
KTOP,US/Central,3,Philip Billard Municipal Airport
KTPA,US/Eastern,207,Tampa International Airport
KTPF,US/Eastern,179,Peter O Knight Airport
KTPH,US/Pacific,4,Tonopah Airport
KTPL,US/Central,3,Draughon Miller Central Texas Regional Airport
KTQE,US/Central,11,Tekamah Municipal Airport
KTRI,US/Eastern,69,Tri-Cities Regional TN/VA Airport
KTRK,US/Pacific,100,Truckee Tahoe Airport
KTRL,US/Central,9,Terrell Municipal Airport
KTSP,US/Pacific,73,Tehachapi Municipal Airport
KTTA,US/Eastern,85,Raleigh Executive Jetport
KTTD,US/Pacific,188,Portland Troutdale Airport
KTTF,US/Eastern,38,Custer Airport
KTTN,US/Eastern,283,Trenton Mercer Airport
KTTS,US/Eastern,19,Space Florida Launch and Landing Facility
KTUL,US/Central,361,Tulsa International Airport
KTUP,US/Central,6,Tupelo Regional Airport
KTUS,US/Mountain,171,Tucson International Airport / Morris Air National Guard Base
KTVC,US/Eastern,2,Cherry Capital Airport
KTVF,US/Central,2,Thief River Falls Regional Airport
KTVI,US/Eastern,13,Thomasville Regional Airport
KTVL,US/Pacific,50,Lake Tahoe Airport
KTWF,US/Mountain,7,Joslin Field Magic Valley Regional Airport
KTXK,US/Central,11,Texarkana Regional Airport (Webb Field)
KTYQ,US/Eastern,85,Indianapolis Executive Airport
KTYR,US/Central,73,Tyler Pounds Regional Airport
KTYS,US/Eastern,134,McGhee Tyson Airport
KTZR,US/Eastern,247,Bolton Field
KU24,US/Mountain,76,
KU28,US/Mountain,16,
KU42,US/Mountain,658,South Valley Regional Airport
KU78,US/Mountain,2,Allen H Tigert Airport
KUAO,US/Pacific,210,Aurora State Airport
KUBE,US/Central,2,Cumberland Municipal Airport
KUCP,US/Eastern,46,New Castle Municipal Airport
KUCY,US/Central,2,Everett-Stewart Regional Airport
KUDG,US/Eastern,37,Darlington County Airport
KUES,US/Central,69,Waukesha County Airport
KUGN,US/Central,878,Waukegan National Airport
KUIL,US/Pacific,4,Quillayute Airport
KUKF,US/Eastern,11,Wilkes County Airport
KUKI,US/Pacific,161,Ukiah Municipal Airport
KUKT,US/Eastern,103,Quakertown Airport
KULM,US/Central,10,New Ulm Municipal Airport
KUNI,US/Eastern,6,Ohio University Airport
KUNU,US/Central,6,Dodge County Airport
KUNV,US/Eastern,159,State College Regional Airport
KUOX,US/Central,9,University Oxford Airport
KUSE,US/Eastern,8,Fulton County Airport
KUTA,US/Central,5,Tunica Municipal Airport
KUTS,US/Central,2,Huntsville Regional Airport
KUUU,US/Eastern,4,Newport State Airport
KUXL,US/Central,8,Southland Field
KUZA,US/Eastern,219,Rock Hill - York County Airport
KVAD,US/Eastern,3,Moody Air Force Base
KVAY,US/Eastern,200,South Jersey Regional Airport
KVBT,US/Central,6,Bentonville Municipal-Louise M Thaden Field
KVCB,US/Pacific,68,Nut Tree Airport
KVCT,US/Central,4,Victoria Regional Airport
KVCV,US/Pacific,93,Southern California Logistics Airport
KVDF,US/Eastern,232,Tampa Executive Airport
KVDI,US/Eastern,13,Vidalia Regional Airport
KVDW,US/Mountain,3,
KVEL,US/Mountain,28,Vernal Regional Airport
KVER,US/Central,2,Jesse Viertel Memorial Airport
KVES,US/Eastern,45,Darke County Airport
KVGT,US/Pacific,17,North Las Vegas Metropolitan International Airport
KVIH,US/Central,4,Rolla National Airport
KVIS,US/Pacific,187,Visalia Municipal Airport
KVJI,US/Eastern,42,Virginia Highlands Airport
KVKS,US/Central,4,Vicksburg Municipal Airport
KVLD,US/Eastern,42,Valdosta Regional Airport
KVLL,US/Eastern,682,Oakland Troy Airport
KVNC,US/Eastern,108,Venice Municipal Airport
KVNY,US/Pacific,358,Van Nuys Airport
KVOK,US/Central,10,Volk Field
KVPC,US/Eastern,15,Cartersville Airport
KVPS,US/Central,13,Destin-Fort Walton Beach Airport
KVPZ,US/Central,22,Porter County Municipal Airport
KVQQ,US/Eastern,71,Cecil Airport
KVRB,US/Eastern,20,Vero Beach Regional Airport
KVSF,US/Eastern,4,Hartness State Airport
KVSH,US/Central,44,
KVTA,US/Eastern,31,Newark Heath Airport
KVTI,US/Central,5,Vinton Veterans Memorial Airpark
KVTP,US/Mountain,11,
KVUO,US/Pacific,136,Pearson Field
KVVG,US/Eastern,196,
KVWU,US/Central,2,Waskish Municipal Airport
KVYS,US/Central,13,Illinois Valley Regional Airport Walter A Duncan Field
KW22,US/Eastern,2,Upshur County Regional Airport
KW29,US/Eastern,32,
KWAL,US/Eastern,11,Wallops Flight Facility Airport
KWBC,US/Eastern,118,
KWDR,US/Eastern,41,Barrow County Airport
KWHP,US/Pacific,224,Whiteman Airport
KWJF,US/Pacific,67,General William J Fox Airfield
KWMC,US/Pacific,14,Winnemucca Municipal Airport
KWRB,US/Eastern,27,Robins Air Force Base
KWRI,US/Eastern,32,Mc Guire Air Force Base
KWST,US/Eastern,25,Westerly State Airport
KWVI,US/Pacific,244,Watsonville Municipal Airport
KWVL,US/Eastern,6,Waterville Robert Lafleur Airport
KWWD,US/Eastern,21,Cape May County Airport
KXFL,US/Eastern,93,Flagler Executive Airport
KXLL,US/Eastern,76,Allentown Queen City Municipal Airport
KXMR,US/Eastern,14,Cape Canaveral SFS Skid Strip
KXSA,US/Eastern,17,Tappahannock-Essex County Airport
KXVG,US/Central,6,Longville Municipal Airport
KXVW,US/Pacific,6,
KY19,US/Central,2,Mandan Municipal Airport
KY50,US/Central,5,Wautoma Municipal Airport
KY51,US/Central,4,Viroqua Municipal Airport
KY63,US/Central,21,
KY70,US/Eastern,21,Ionia County Airport
KYIP,US/Eastern,214,Willow Run Airport
KYKM,US/Pacific,2,Yakima Air Terminal McAllister Field
KYNG,US/Eastern,31,Youngstown Warren Regional Airport
KZPH,US/Eastern,56,Zephyrhills Municipal Airport
KZZV,US/Eastern,24,Zanesville Municipal Airport
